,Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Probability,Representative_document
2694,路过 上 香三枉 ， 顺风 顺水 顺 财神 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢,21,21_财神_路过_香三枉_顺风,"['财神', '路过', '香三枉', '顺风', '顺水', '刚刷', '家人', '无意', '不幸', '愿', '中午', '刷到', '痛苦', '天堂', '灾难', '感谢', '心痛', '', '', '', '', '', '', '', '', '', '', '', '', '']","['路过 上 香三枉 ， 顺风 顺水 顺 财神 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢', '路过 上 香三枉 ， 顺风 顺水 顺 财神 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢', '路过 上 香三枉 ， 顺风 顺水 顺 财神 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢']",财神 - 路过 - 香三枉 - 顺风 - 顺水 - 刚刷 - 家人 - 无意 - 不幸 - 愿 - 中午 - 刷到 - 痛苦 - 天堂 - 灾难 - 感谢 - 心痛 -  -  -  -  -  -  -  -  -  -  -  -  - ,0.8981050832406211,True
2695,路过 上 香三枉 ， 顺风 顺水 顺 财神 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢,21,21_财神_路过_香三枉_顺风,"['财神', '路过', '香三枉', '顺风', '顺水', '刚刷', '家人', '无意', '不幸', '愿', '中午', '刷到', '痛苦', '天堂', '灾难', '感谢', '心痛', '', '', '', '', '', '', '', '', '', '', '', '', '']","['路过 上 香三枉 ， 顺风 顺水 顺 财神 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢', '路过 上 香三枉 ， 顺风 顺水 顺 财神 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢', '路过 上 香三枉 ， 顺风 顺水 顺 财神 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢']",财神 - 路过 - 香三枉 - 顺风 - 顺水 - 刚刷 - 家人 - 无意 - 不幸 - 愿 - 中午 - 刷到 - 痛苦 - 天堂 - 灾难 - 感谢 - 心痛 -  -  -  -  -  -  -  -  -  -  -  -  - ,0.01632382589340167,True
2696,路过 上 香三枉 ， 顺风 顺水 顺 财神 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢,21,21_财神_路过_香三枉_顺风,"['财神', '路过', '香三枉', '顺风', '顺水', '刚刷', '家人', '无意', '不幸', '愿', '中午', '刷到', '痛苦', '天堂', '灾难', '感谢', '心痛', '', '', '', '', '', '', '', '', '', '', '', '', '']","['路过 上 香三枉 ， 顺风 顺水 顺 财神 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢', '路过 上 香三枉 ， 顺风 顺水 顺 财神 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢', '路过 上 香三枉 ， 顺风 顺水 顺 财神 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢']",财神 - 路过 - 香三枉 - 顺风 - 顺水 - 刚刷 - 家人 - 无意 - 不幸 - 愿 - 中午 - 刷到 - 痛苦 - 天堂 - 灾难 - 感谢 - 心痛 -  -  -  -  -  -  -  -  -  -  -  -  - ,0.8981050832406211,True
2697,路过 上 香三枉 ， 顺风 顺水 顺 财神 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢,21,21_财神_路过_香三枉_顺风,"['财神', '路过', '香三枉', '顺风', '顺水', '刚刷', '家人', '无意', '不幸', '愿', '中午', '刷到', '痛苦', '天堂', '灾难', '感谢', '心痛', '', '', '', '', '', '', '', '', '', '', '', '', '']","['路过 上 香三枉 ， 顺风 顺水 顺 财神 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢', '路过 上 香三枉 ， 顺风 顺水 顺 财神 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢', '路过 上 香三枉 ， 顺风 顺水 顺 财神 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢']",财神 - 路过 - 香三枉 - 顺风 - 顺水 - 刚刷 - 家人 - 无意 - 不幸 - 愿 - 中午 - 刷到 - 痛苦 - 天堂 - 灾难 - 感谢 - 心痛 -  -  -  -  -  -  -  -  -  -  -  -  - ,1.0,True
2698,路过 上 香三枉 ， 顺风 顺水 顺 财神 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢,21,21_财神_路过_香三枉_顺风,"['财神', '路过', '香三枉', '顺风', '顺水', '刚刷', '家人', '无意', '不幸', '愿', '中午', '刷到', '痛苦', '天堂', '灾难', '感谢', '心痛', '', '', '', '', '', '', '', '', '', '', '', '', '']","['路过 上 香三枉 ， 顺风 顺水 顺 财神 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢', '路过 上 香三枉 ， 顺风 顺水 顺 财神 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢', '路过 上 香三枉 ， 顺风 顺水 顺 财神 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢']",财神 - 路过 - 香三枉 - 顺风 - 顺水 - 刚刷 - 家人 - 无意 - 不幸 - 愿 - 中午 - 刷到 - 痛苦 - 天堂 - 灾难 - 感谢 - 心痛 -  -  -  -  -  -  -  -  -  -  -  -  - ,0.070985356750738,True
2699,路过 上 香三枉 ， 顺风 顺水 顺 财神 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢,21,21_财神_路过_香三枉_顺风,"['财神', '路过', '香三枉', '顺风', '顺水', '刚刷', '家人', '无意', '不幸', '愿', '中午', '刷到', '痛苦', '天堂', '灾难', '感谢', '心痛', '', '', '', '', '', '', '', '', '', '', '', '', '']","['路过 上 香三枉 ， 顺风 顺水 顺 财神 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢', '路过 上 香三枉 ， 顺风 顺水 顺 财神 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢', '路过 上 香三枉 ， 顺风 顺水 顺 财神 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢']",财神 - 路过 - 香三枉 - 顺风 - 顺水 - 刚刷 - 家人 - 无意 - 不幸 - 愿 - 中午 - 刷到 - 痛苦 - 天堂 - 灾难 - 感谢 - 心痛 -  -  -  -  -  -  -  -  -  -  -  -  - ,1.0,True
2700,路过 上 香三枉 ， 顺风 顺水 顺 财神 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢,21,21_财神_路过_香三枉_顺风,"['财神', '路过', '香三枉', '顺风', '顺水', '刚刷', '家人', '无意', '不幸', '愿', '中午', '刷到', '痛苦', '天堂', '灾难', '感谢', '心痛', '', '', '', '', '', '', '', '', '', '', '', '', '']","['路过 上 香三枉 ， 顺风 顺水 顺 财神 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢', '路过 上 香三枉 ， 顺风 顺水 顺 财神 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢', '路过 上 香三枉 ， 顺风 顺水 顺 财神 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢']",财神 - 路过 - 香三枉 - 顺风 - 顺水 - 刚刷 - 家人 - 无意 - 不幸 - 愿 - 中午 - 刷到 - 痛苦 - 天堂 - 灾难 - 感谢 - 心痛 -  -  -  -  -  -  -  -  -  -  -  -  - ,1.0,True
2701,路过 上 香三枉 ， 顺风 顺水 顺 财神 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢,21,21_财神_路过_香三枉_顺风,"['财神', '路过', '香三枉', '顺风', '顺水', '刚刷', '家人', '无意', '不幸', '愿', '中午', '刷到', '痛苦', '天堂', '灾难', '感谢', '心痛', '', '', '', '', '', '', '', '', '', '', '', '', '']","['路过 上 香三枉 ， 顺风 顺水 顺 财神 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢', '路过 上 香三枉 ， 顺风 顺水 顺 财神 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢', '路过 上 香三枉 ， 顺风 顺水 顺 财神 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢']",财神 - 路过 - 香三枉 - 顺风 - 顺水 - 刚刷 - 家人 - 无意 - 不幸 - 愿 - 中午 - 刷到 - 痛苦 - 天堂 - 灾难 - 感谢 - 心痛 -  -  -  -  -  -  -  -  -  -  -  -  - ,0.3682636633043567,True
2702,路过 上 香三枉 ， 顺风 顺水 顺 财神 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢,21,21_财神_路过_香三枉_顺风,"['财神', '路过', '香三枉', '顺风', '顺水', '刚刷', '家人', '无意', '不幸', '愿', '中午', '刷到', '痛苦', '天堂', '灾难', '感谢', '心痛', '', '', '', '', '', '', '', '', '', '', '', '', '']","['路过 上 香三枉 ， 顺风 顺水 顺 财神 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢', '路过 上 香三枉 ， 顺风 顺水 顺 财神 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢', '路过 上 香三枉 ， 顺风 顺水 顺 财神 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢']",财神 - 路过 - 香三枉 - 顺风 - 顺水 - 刚刷 - 家人 - 无意 - 不幸 - 愿 - 中午 - 刷到 - 痛苦 - 天堂 - 灾难 - 感谢 - 心痛 -  -  -  -  -  -  -  -  -  -  -  -  - ,0.6176611616104097,True
2703,路过 上 香三枉 ， 顺风 顺水 顺 财神 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢,21,21_财神_路过_香三枉_顺风,"['财神', '路过', '香三枉', '顺风', '顺水', '刚刷', '家人', '无意', '不幸', '愿', '中午', '刷到', '痛苦', '天堂', '灾难', '感谢', '心痛', '', '', '', '', '', '', '', '', '', '', '', '', '']","['路过 上 香三枉 ， 顺风 顺水 顺 财神 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢', '路过 上 香三枉 ， 顺风 顺水 顺 财神 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢', '路过 上 香三枉 ， 顺风 顺水 顺 财神 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢']",财神 - 路过 - 香三枉 - 顺风 - 顺水 - 刚刷 - 家人 - 无意 - 不幸 - 愿 - 中午 - 刷到 - 痛苦 - 天堂 - 灾难 - 感谢 - 心痛 -  -  -  -  -  -  -  -  -  -  -  -  - ,0.9694399808455824,True
2704,上 香 三柱 ， 陌生人 一路 走 好 感谢 感谢 感谢 可惜 流泪 流泪 俩个 宝贝 可怜 ， 流泪 流泪 见者 大吉 感谢 感谢 感谢,-1,-1_果_凋谢_投奔_希望,"['果', '凋谢', '投奔', '希望', '爸爸', '人会', '哥哥', '照顾', '顺才', '神', '香三枉', '相亲相爱', '生命', '只能', '比心', '口', '心', '爷爷', '平安', '表达', '一生', '受得了', '造孽', '一家子', '原', '世界', '少', '顺风', '顺水', '看不得']","['感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 如果 有 好心人 ， 知道 哪里 路段 坏掉 ， 他 这么 的 好心 在 公路 中间 跪下 求 你们 ， 大家 车 停下来 ， 你 就要 马上 停下 ， 不要 这 样子 ， 开车 好像 出风头 的 一样 ， 不听话 你 就 后悔药 买不到 ， 人家 好人 一生 平安 ， 这 样子 看到 会 心酸 吗 ？ 真的 太 可怜 了 ， 以后 全 天下 的 司机 ， 如果 碰到 有 什么 事情 ， 有 好心人 站 出来 能 吃 ， 你 一定 要 减速 下来 停下来 ， 这个 不是 为 你们 大家 好 吗 ？ 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果 平安 果', '你们 只是 去 了 另外 一个 世界 ， 到 那边 还有 我 的 爷爷 爸爸 ， 哥哥 ， 他们 先到 的 你们 一家 去 投奔 他们 ， 他们 是 善良 的 人会 照顾 你们 一家 四口 的 。 流泪 流泪 流泪', '你们 只是 去 了 另外 一个 世界 ， 到 那边 还有 我 的 爷爷 爸爸 ， 哥哥 ， 他们 先到 的 你们 一家 去 投奔 他们 ， 他们 是 善良 的 人会 照顾 你们 一家 四口 的 。 流泪 流泪 流泪']",果 - 凋谢 - 投奔 - 希望 - 爸爸 - 人会 - 哥哥 - 照顾 - 顺才 - 神 - 香三枉 - 相亲相爱 - 生命 - 只能 - 比心 - 口 - 心 - 爷爷 - 平安 - 表达 - 一生 - 受得了 - 造孽 - 一家子 - 原 - 世界 - 少 - 顺风 - 顺水 - 看不得,0.0,False
2705,感谢 感谢 感谢 好 可惜,8,8_人有_无能为力_搞不懂_可悲,"['人有', '无能为力', '搞不懂', '可悲', '可恨', '造孽', '天有不测风云', '时间', '出行', '父母亲', '悲惨', '眼泪', '事故', '洪水', '危险', '无情', '车', '太惨', '人间', '老天爷', '残忍', '事情', '老天', '发生', '平安', '悲剧', '看着', '死', '一个', '先']","['感谢 感谢 感谢 人间 太 多 悲剧 ！ 无能为力 看着 心痛', '流泪 流泪 一家人 啊 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 天有不测风云 人有 但夕 祸福 ， 血 的 教训 一家人 不能 同座 一辆车', '感谢 感谢 感谢 感谢 我怨 老天爷 ， 时间 倒流 就 好 了 洪水 无情 ， 可悲 可恨']",人有 - 无能为力 - 搞不懂 - 可悲 - 可恨 - 造孽 - 天有不测风云 - 时间 - 出行 - 父母亲 - 悲惨 - 眼泪 - 事故 - 洪水 - 危险 - 无情 - 车 - 太惨 - 人间 - 老天爷 - 残忍 - 事情 - 老天 - 发生 - 平安 - 悲剧 - 看着 - 死 - 一个 - 先,0.32748832742192857,False
2706,感谢 感谢 感谢 好 可惜,8,8_人有_无能为力_搞不懂_可悲,"['人有', '无能为力', '搞不懂', '可悲', '可恨', '造孽', '天有不测风云', '时间', '出行', '父母亲', '悲惨', '眼泪', '事故', '洪水', '危险', '无情', '车', '太惨', '人间', '老天爷', '残忍', '事情', '老天', '发生', '平安', '悲剧', '看着', '死', '一个', '先']","['感谢 感谢 感谢 人间 太 多 悲剧 ！ 无能为力 看着 心痛', '流泪 流泪 一家人 啊 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 感谢 天有不测风云 人有 但夕 祸福 ， 血 的 教训 一家人 不能 同座 一辆车', '感谢 感谢 感谢 感谢 我怨 老天爷 ， 时间 倒流 就 好 了 洪水 无情 ， 可悲 可恨']",人有 - 无能为力 - 搞不懂 - 可悲 - 可恨 - 造孽 - 天有不测风云 - 时间 - 出行 - 父母亲 - 悲惨 - 眼泪 - 事故 - 洪水 - 危险 - 无情 - 车 - 太惨 - 人间 - 老天爷 - 残忍 - 事情 - 老天 - 发生 - 平安 - 悲剧 - 看着 - 死 - 一个 - 先,0.3898771260856182,False
2707,可惜 了 两娃 感谢 感谢 感谢,76,76_为啥_悲惨_发出_真的,"['为啥', '悲惨', '发出', '真的', '痛心', '可怜', '心痛', '可惜', '心疼', '太', '感谢', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['好 痛心 感谢 感谢 感谢', '真的 可惜 了 感谢 感谢 感谢', '为啥 还要 发出 来 呢 已经 很 悲惨 了 啊 感谢 感谢 感谢']",为啥 - 悲惨 - 发出 - 真的 - 痛心 - 可怜 - 心痛 - 可惜 - 心疼 - 太 - 感谢 -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  -  - ,1.0,False
